"OccMain"	"OccSub"	"OccMid"	"OccMinor"	"OccCodeAgg"	"Gender"	"year"	"n"
"D"	10	121	1077	"Agg077"	"FEMALE"	1985	49272
"D"	10	121	1077	"Agg077"	"FEMALE"	1990	63665
"D"	10	121	1077	"Agg077"	"FEMALE"	1995	74792
"D"	10	121	1077	"Agg077"	"FEMALE"	2000	78651
"D"	10	121	1077	"Agg077"	"FEMALE"	2005	83772
"D"	10	121	1077	"Agg077"	"MALE"	1985	172681
"D"	10	121	1077	"Agg077"	"MALE"	1990	244960
"D"	10	121	1077	"Agg077"	"MALE"	1995	234817
"D"	10	121	1077	"Agg077"	"MALE"	2000	237535
"D"	10	121	1077	"Agg077"	"MALE"	2005	253915
"D"	10	121	1078	"Agg078"	"FEMALE"	1985	283368
"D"	10	121	1078	"Agg078"	"FEMALE"	1990	361849
"D"	10	121	1078	"Agg078"	"FEMALE"	1995	359438
"D"	10	121	1078	"Agg078"	"FEMALE"	2000	288808
"D"	10	121	1078	"Agg078"	"FEMALE"	2005	231180
"D"	10	121	1078	"Agg078"	"MALE"	1985	144177
"D"	10	121	1078	"Agg078"	"MALE"	1990	155570
"D"	10	121	1078	"Agg078"	"MALE"	1995	171779
"D"	10	121	1078	"Agg078"	"MALE"	2000	171204
"D"	10	121	1078	"Agg078"	"MALE"	2005	173277
"D"	10	121	1079	"Agg079"	"FEMALE"	1985	49137
"D"	10	121	1079	"Agg079"	"FEMALE"	1990	91088
"D"	10	121	1079	"Agg079"	"FEMALE"	1995	131554
"D"	10	121	1079	"Agg079"	"FEMALE"	2000	153305
"D"	10	121	1079	"Agg079"	"FEMALE"	2005	150776
"D"	10	121	1079	"Agg079"	"MALE"	1985	594270
"D"	10	121	1079	"Agg079"	"MALE"	1990	775738
"D"	10	121	1079	"Agg079"	"MALE"	1995	986781
"D"	10	121	1079	"Agg079"	"MALE"	2000	1134378
"D"	10	121	1079	"Agg079"	"MALE"	2005	1095596
"D"	10	121	1080	"Agg080"	"FEMALE"	1985	44829
"D"	10	121	1080	"Agg080"	"FEMALE"	1990	70044
"D"	10	121	1080	"Agg080"	"FEMALE"	1995	93215
"D"	10	121	1080	"Agg080"	"FEMALE"	2000	134609
"D"	10	121	1080	"Agg080"	"FEMALE"	2005	135792
"D"	10	121	1080	"Agg080"	"MALE"	1985	96999
"D"	10	121	1080	"Agg080"	"MALE"	1990	112363
"D"	10	121	1080	"Agg080"	"MALE"	1995	94776
"D"	10	121	1080	"Agg080"	"MALE"	2000	115709
"D"	10	121	1080	"Agg080"	"MALE"	2005	95600
"E"	10	122	1081	"Agg081"	"FEMALE"	1985	15804
"E"	10	122	1081	"Agg081"	"FEMALE"	1990	11801
"E"	10	122	1081	"Agg081"	"FEMALE"	1995	4617
"E"	10	122	1081	"Agg081"	"FEMALE"	2000	27740
"E"	10	122	1081	"Agg081"	"FEMALE"	2005	23870
"E"	10	122	1081	"Agg081"	"MALE"	1985	NA
"E"	10	122	1081	"Agg081"	"MALE"	1990	NA
"E"	10	122	1081	"Agg081"	"MALE"	1995	NA
"E"	10	122	1081	"Agg081"	"MALE"	2000	149
"E"	10	122	1081	"Agg081"	"MALE"	2005	368
"E"	10	122	1082	"Agg082"	"FEMALE"	1985	28273
"E"	10	122	1082	"Agg082"	"FEMALE"	1990	42230
"E"	10	122	1082	"Agg082"	"FEMALE"	1995	28738
"E"	10	122	1082	"Agg082"	"FEMALE"	2000	133040
"E"	10	122	1082	"Agg082"	"FEMALE"	2005	306724
"E"	10	122	1082	"Agg082"	"MALE"	1985	NA
"E"	10	122	1082	"Agg082"	"MALE"	1990	NA
"E"	10	122	1082	"Agg082"	"MALE"	1995	NA
"E"	10	122	1082	"Agg082"	"MALE"	2000	5124
"E"	10	122	1082	"Agg082"	"MALE"	2005	20956
"E"	10	122	1083	"Agg083"	"FEMALE"	1985	49547
"E"	10	122	1083	"Agg083"	"FEMALE"	1990	38843
"E"	10	122	1083	"Agg083"	"FEMALE"	1995	53004
"E"	10	122	1083	"Agg083"	"FEMALE"	2000	11804
"E"	10	122	1083	"Agg083"	"FEMALE"	2005	9986
"E"	10	122	1083	"Agg083"	"MALE"	1985	1910
"E"	10	122	1083	"Agg083"	"MALE"	1990	2243
"E"	10	122	1083	"Agg083"	"MALE"	1995	1576
"E"	10	122	1083	"Agg083"	"MALE"	2000	1333
"E"	10	122	1083	"Agg083"	"MALE"	2005	2320
"E"	10	123	1084	"Agg084"	"FEMALE"	1985	128184
"E"	10	123	1084	"Agg084"	"FEMALE"	1990	128041
"E"	10	123	1084	"Agg084"	"FEMALE"	1995	120670
"E"	10	123	1084	"Agg084"	"FEMALE"	2000	114658
"E"	10	123	1084	"Agg084"	"FEMALE"	2005	103210
"E"	10	123	1084	"Agg084"	"MALE"	1985	138855
"E"	10	123	1084	"Agg084"	"MALE"	1990	138607
"E"	10	123	1084	"Agg084"	"MALE"	1995	140341
"E"	10	123	1084	"Agg084"	"MALE"	2000	135919
"E"	10	123	1084	"Agg084"	"MALE"	2005	127056
"E"	10	123	1085	"Agg085"	"FEMALE"	1985	313835
"E"	10	123	1085	"Agg085"	"FEMALE"	1990	314757
"E"	10	123	1085	"Agg085"	"FEMALE"	1995	338203
"E"	10	123	1085	"Agg085"	"FEMALE"	2000	348990
"E"	10	123	1085	"Agg085"	"FEMALE"	2005	372809
"E"	10	123	1085	"Agg085"	"MALE"	1985	46708
"E"	10	123	1085	"Agg085"	"MALE"	1990	51344
"E"	10	123	1085	"Agg085"	"MALE"	1995	58703
"E"	10	123	1085	"Agg085"	"MALE"	2000	71187
"E"	10	123	1085	"Agg085"	"MALE"	2005	88352
"E"	10	123	1086	"Agg086"	"FEMALE"	1985	20345
"E"	10	123	1086	"Agg086"	"FEMALE"	1990	18146
"E"	10	123	1086	"Agg086"	"FEMALE"	1995	18733
"E"	10	123	1086	"Agg086"	"FEMALE"	2000	20139
"E"	10	123	1086	"Agg086"	"FEMALE"	2005	24771
"E"	10	123	1086	"Agg086"	"MALE"	1985	16707
"E"	10	123	1086	"Agg086"	"MALE"	1990	14756
"E"	10	123	1086	"Agg086"	"MALE"	1995	15355
"E"	10	123	1086	"Agg086"	"MALE"	2000	14826
"E"	10	123	1086	"Agg086"	"MALE"	2005	15177
"E"	10	123	1087	"Agg087"	"FEMALE"	1985	78868
"E"	10	123	1087	"Agg087"	"FEMALE"	1990	91102
"E"	10	123	1087	"Agg087"	"FEMALE"	1995	96248
"E"	10	123	1087	"Agg087"	"FEMALE"	2000	91058
"E"	10	123	1087	"Agg087"	"FEMALE"	2005	87564
"E"	10	123	1087	"Agg087"	"MALE"	1985	78812
"E"	10	123	1087	"Agg087"	"MALE"	1990	80359
"E"	10	123	1087	"Agg087"	"MALE"	1995	73534
"E"	10	123	1087	"Agg087"	"MALE"	2000	69548
"E"	10	123	1087	"Agg087"	"MALE"	2005	62512
"E"	10	124	1088	"Agg088"	"FEMALE"	1985	842793
"E"	10	124	1088	"Agg088"	"FEMALE"	1990	872312
"E"	10	124	1088	"Agg088"	"FEMALE"	1995	987146
"E"	10	124	1088	"Agg088"	"FEMALE"	2000	1064579
"E"	10	124	1088	"Agg088"	"FEMALE"	2005	1057163
"E"	10	124	1088	"Agg088"	"MALE"	1985	764896
"E"	10	124	1088	"Agg088"	"MALE"	1990	791147
"E"	10	124	1088	"Agg088"	"MALE"	1995	830641
"E"	10	124	1088	"Agg088"	"MALE"	2000	870853
"E"	10	124	1088	"Agg088"	"MALE"	2005	833437
"E"	10	124	1089	"Agg089"	"FEMALE"	1985	2089
"E"	10	124	1089	"Agg089"	"FEMALE"	1990	1638
"E"	10	124	1089	"Agg089"	"FEMALE"	1995	1116
"E"	10	124	1089	"Agg089"	"FEMALE"	2000	1747
"E"	10	124	1089	"Agg089"	"FEMALE"	2005	1797
"E"	10	124	1089	"Agg089"	"MALE"	1985	18473
"E"	10	124	1089	"Agg089"	"MALE"	1990	14919
"E"	10	124	1089	"Agg089"	"MALE"	1995	12073
"E"	10	124	1089	"Agg089"	"MALE"	2000	12076
"E"	10	124	1089	"Agg089"	"MALE"	2005	8062
"E"	10	125	1090	"Agg090"	"FEMALE"	1985	678703
"E"	10	125	1090	"Agg090"	"FEMALE"	1990	726290
"E"	10	125	1090	"Agg090"	"FEMALE"	1995	844699
"E"	10	125	1090	"Agg090"	"FEMALE"	2000	882180
"E"	10	125	1090	"Agg090"	"FEMALE"	2005	888254
"E"	10	125	1090	"Agg090"	"MALE"	1985	156248
"E"	10	125	1090	"Agg090"	"MALE"	1990	180505
"E"	10	125	1090	"Agg090"	"MALE"	1995	212100
"E"	10	125	1090	"Agg090"	"MALE"	2000	230979
"E"	10	125	1090	"Agg090"	"MALE"	2005	243832
"E"	10	125	1091	"Agg091"	"FEMALE"	1985	95775
"E"	10	125	1091	"Agg091"	"FEMALE"	1990	89810
"E"	10	125	1091	"Agg091"	"FEMALE"	1995	81193
"E"	10	125	1091	"Agg091"	"FEMALE"	2000	67264
"E"	10	125	1091	"Agg091"	"FEMALE"	2005	34708
"E"	10	125	1091	"Agg091"	"MALE"	1985	3286
"E"	10	125	1091	"Agg091"	"MALE"	1990	5040
"E"	10	125	1091	"Agg091"	"MALE"	1995	4884
"E"	10	125	1091	"Agg091"	"MALE"	2000	4867
"E"	10	125	1091	"Agg091"	"MALE"	2005	2558
"E"	10	125	1092	"Agg092"	"FEMALE"	1985	9727
"E"	10	125	1092	"Agg092"	"FEMALE"	1990	9094
"E"	10	125	1092	"Agg092"	"FEMALE"	1995	7686
"E"	10	125	1092	"Agg092"	"FEMALE"	2000	6909
"E"	10	125	1092	"Agg092"	"FEMALE"	2005	4938
"E"	10	125	1092	"Agg092"	"MALE"	1985	104
"E"	10	125	1092	"Agg092"	"MALE"	1990	116
"E"	10	125	1092	"Agg092"	"MALE"	1995	346
"E"	10	125	1092	"Agg092"	"MALE"	2000	272
"E"	10	125	1092	"Agg092"	"MALE"	2005	142
"E"	10	125	1093	"Agg093"	"FEMALE"	1985	172452
"E"	10	125	1093	"Agg093"	"FEMALE"	1990	211809
"E"	10	125	1093	"Agg093"	"FEMALE"	1995	269187
"E"	10	125	1093	"Agg093"	"FEMALE"	2000	237609
"E"	10	125	1093	"Agg093"	"FEMALE"	2005	212488
"E"	10	125	1093	"Agg093"	"MALE"	1985	111922
"E"	10	125	1093	"Agg093"	"MALE"	1990	138008
"E"	10	125	1093	"Agg093"	"MALE"	1995	197432
"E"	10	125	1093	"Agg093"	"MALE"	2000	191011
"E"	10	125	1093	"Agg093"	"MALE"	2005	194786
"E"	10	125	1094	"Agg094"	"FEMALE"	1985	10615
"E"	10	125	1094	"Agg094"	"MALE"	1985	21535
"E"	10	125	1095	"Agg095"	"FEMALE"	1985	24296
"E"	10	125	1095	"Agg095"	"FEMALE"	1990	19486
"E"	10	125	1095	"Agg095"	"FEMALE"	1995	18133
"E"	10	125	1095	"Agg095"	"FEMALE"	2000	14761
"E"	10	125	1095	"Agg095"	"FEMALE"	2005	12000
"E"	10	125	1095	"Agg095"	"MALE"	1985	38503
"E"	10	125	1095	"Agg095"	"MALE"	1990	37293
"E"	10	125	1095	"Agg095"	"MALE"	1995	37921
"E"	10	125	1095	"Agg095"	"MALE"	2000	30699
"E"	10	125	1095	"Agg095"	"MALE"	2005	26890
"E"	10	126	1096	"Agg096"	"FEMALE"	1985	56882
"E"	10	126	1096	"Agg096"	"FEMALE"	1990	71240
"E"	10	126	1096	"Agg096"	"FEMALE"	1995	80883
"E"	10	126	1096	"Agg096"	"FEMALE"	2000	92483
"E"	10	126	1096	"Agg096"	"FEMALE"	2005	82829
"E"	10	126	1096	"Agg096"	"MALE"	1985	31214
"E"	10	126	1096	"Agg096"	"MALE"	1990	101524
"E"	10	126	1096	"Agg096"	"MALE"	1995	128523
"E"	10	126	1096	"Agg096"	"MALE"	2000	160458
"E"	10	126	1096	"Agg096"	"MALE"	2005	168657
"E"	10	127	1097	"Agg097"	"FEMALE"	1990	8127
"E"	10	127	1097	"Agg097"	"FEMALE"	1995	11984
"E"	10	127	1097	"Agg097"	"FEMALE"	2000	12467
"E"	10	127	1097	"Agg097"	"FEMALE"	2005	9437
"E"	10	127	1097	"Agg097"	"MALE"	1990	15512
"E"	10	127	1097	"Agg097"	"MALE"	1995	16196
"E"	10	127	1097	"Agg097"	"MALE"	2000	11937
"E"	10	127	1097	"Agg097"	"MALE"	2005	8117
"E"	10	127	1098	"Agg098"	"FEMALE"	1985	13831
"E"	10	127	1098	"Agg098"	"FEMALE"	1990	25706
"E"	10	127	1098	"Agg098"	"FEMALE"	1995	30597
"E"	10	127	1098	"Agg098"	"FEMALE"	2000	30329
"E"	10	127	1098	"Agg098"	"FEMALE"	2005	30390
"E"	10	127	1098	"Agg098"	"MALE"	1985	17552
"E"	10	127	1098	"Agg098"	"MALE"	1990	37131
"E"	10	127	1098	"Agg098"	"MALE"	1995	41243
"E"	10	127	1098	"Agg098"	"MALE"	2000	42523
"E"	10	127	1098	"Agg098"	"MALE"	2005	46583
"E"	10	127	1099	"Agg099"	"FEMALE"	1985	35134
"E"	10	127	1099	"Agg099"	"FEMALE"	1990	41852
"E"	10	127	1099	"Agg099"	"FEMALE"	1995	55737
"E"	10	127	1099	"Agg099"	"FEMALE"	2000	55382
"E"	10	127	1099	"Agg099"	"FEMALE"	2005	56738
"E"	10	127	1099	"Agg099"	"MALE"	1985	4152
"E"	10	127	1099	"Agg099"	"MALE"	1990	6194
"E"	10	127	1099	"Agg099"	"MALE"	1995	5968
"E"	10	127	1099	"Agg099"	"MALE"	2000	6127
"E"	10	127	1099	"Agg099"	"MALE"	2005	6394
"E"	10	127	1100	"Agg100"	"FEMALE"	1985	60474
"E"	10	127	1100	"Agg100"	"FEMALE"	1990	95511
"E"	10	127	1100	"Agg100"	"FEMALE"	1995	201489
"E"	10	127	1100	"Agg100"	"FEMALE"	2000	426069
"E"	10	127	1100	"Agg100"	"FEMALE"	2005	773639
"E"	10	127	1100	"Agg100"	"MALE"	1985	71546
"E"	10	127	1100	"Agg100"	"MALE"	1990	42323
"E"	10	127	1100	"Agg100"	"MALE"	1995	63412
"E"	10	127	1100	"Agg100"	"MALE"	2000	120520
"E"	10	127	1100	"Agg100"	"MALE"	2005	232055
"F"	10	128	1101	"Agg101"	"FEMALE"	1985	5153
"F"	10	128	1101	"Agg101"	"FEMALE"	1990	7680
"F"	10	128	1101	"Agg101"	"FEMALE"	1995	11974
"F"	10	128	1101	"Agg101"	"FEMALE"	2000	12051
"F"	10	128	1101	"Agg101"	"FEMALE"	2005	12497
"F"	10	128	1101	"Agg101"	"MALE"	1985	243937
"F"	10	128	1101	"Agg101"	"MALE"	1990	242588
"F"	10	128	1101	"Agg101"	"MALE"	1995	238243
"F"	10	128	1101	"Agg101"	"MALE"	2000	233083
"F"	10	128	1101	"Agg101"	"MALE"	2005	225832
"F"	10	128	1102	"Agg102"	"FEMALE"	1985	7096
"F"	10	128	1102	"Agg102"	"FEMALE"	1990	7793
"F"	10	128	1102	"Agg102"	"FEMALE"	1995	11385
"F"	10	128	1102	"Agg102"	"FEMALE"	2000	13408
"F"	10	128	1102	"Agg102"	"FEMALE"	2005	15966
"F"	10	128	1102	"Agg102"	"MALE"	1985	220824
"F"	10	128	1102	"Agg102"	"MALE"	1990	229308
"F"	10	128	1102	"Agg102"	"MALE"	1995	232136
"F"	10	128	1102	"Agg102"	"MALE"	2000	232586
"F"	10	128	1102	"Agg102"	"MALE"	2005	238961
"F"	10	128	1103	"Agg103"	"FEMALE"	1985	3881
"F"	10	128	1103	"Agg103"	"FEMALE"	1990	846
"F"	10	128	1103	"Agg103"	"FEMALE"	1995	671
"F"	10	128	1103	"Agg103"	"FEMALE"	2000	775
"F"	10	128	1103	"Agg103"	"FEMALE"	2005	1146
"F"	10	128	1103	"Agg103"	"MALE"	1985	199790
"F"	10	128	1103	"Agg103"	"MALE"	1990	14146
"F"	10	128	1103	"Agg103"	"MALE"	1995	14792
"F"	10	128	1103	"Agg103"	"MALE"	2000	14634
"F"	10	128	1103	"Agg103"	"MALE"	2005	14101
"F"	10	128	1104	"Agg104"	"FEMALE"	1985	642
"F"	10	128	1104	"Agg104"	"FEMALE"	1990	920
"F"	10	128	1104	"Agg104"	"FEMALE"	1995	1147
"F"	10	128	1104	"Agg104"	"FEMALE"	2000	1469
"F"	10	128	1104	"Agg104"	"FEMALE"	2005	1963
"F"	10	128	1104	"Agg104"	"MALE"	1985	121920
"F"	10	128	1104	"Agg104"	"MALE"	1990	126686
"F"	10	128	1104	"Agg104"	"MALE"	1995	141245
"F"	10	128	1104	"Agg104"	"MALE"	2000	145949
"F"	10	128	1104	"Agg104"	"MALE"	2005	145167
"F"	10	128	1105	"Agg105"	"FEMALE"	1985	4241
"F"	10	128	1105	"Agg105"	"FEMALE"	1990	10831
"F"	10	128	1105	"Agg105"	"FEMALE"	1995	18719
"F"	10	128	1105	"Agg105"	"FEMALE"	2000	23474
"F"	10	128	1105	"Agg105"	"FEMALE"	2005	25937
"F"	10	128	1105	"Agg105"	"MALE"	1985	13535
"F"	10	128	1105	"Agg105"	"MALE"	1990	230421
"F"	10	128	1105	"Agg105"	"MALE"	1995	285366
"F"	10	128	1105	"Agg105"	"MALE"	2000	336491
"F"	10	128	1105	"Agg105"	"MALE"	2005	382857
"G"	10	129	1106	"Agg106"	"FEMALE"	1985	2206858
"G"	10	129	1106	"Agg106"	"FEMALE"	1990	1719274
"G"	10	129	1106	"Agg106"	"FEMALE"	1995	1454441
"G"	10	129	1106	"Agg106"	"FEMALE"	2000	1193650
"G"	10	129	1106	"Agg106"	"FEMALE"	2005	1059219
"G"	10	129	1106	"Agg106"	"MALE"	1985	2222164
"G"	10	129	1106	"Agg106"	"MALE"	1990	1784658
"G"	10	129	1106	"Agg106"	"MALE"	1995	1624581
"G"	10	129	1106	"Agg106"	"MALE"	2000	1327481
"G"	10	129	1106	"Agg106"	"MALE"	2005	1289908
"G"	10	129	1107	"Agg107"	"FEMALE"	1985	142294
"G"	10	129	1107	"Agg107"	"FEMALE"	1990	130364
"G"	10	129	1107	"Agg107"	"FEMALE"	1995	98564
"G"	10	129	1107	"Agg107"	"FEMALE"	2000	86688
"G"	10	129	1107	"Agg107"	"FEMALE"	2005	77014
"G"	10	129	1107	"Agg107"	"MALE"	1985	190290
"G"	10	129	1107	"Agg107"	"MALE"	1990	171774
"G"	10	129	1107	"Agg107"	"MALE"	1995	140215
"G"	10	129	1107	"Agg107"	"MALE"	2000	128538
"G"	10	129	1107	"Agg107"	"MALE"	2005	124584
"G"	10	129	1108	"Agg108"	"FEMALE"	1985	8839
"G"	10	129	1108	"Agg108"	"FEMALE"	1990	11683
"G"	10	129	1108	"Agg108"	"FEMALE"	1995	13486
"G"	10	129	1108	"Agg108"	"FEMALE"	2000	13680
"G"	10	129	1108	"Agg108"	"FEMALE"	2005	11719
"G"	10	129	1108	"Agg108"	"MALE"	1985	84024
"G"	10	129	1108	"Agg108"	"MALE"	1990	93040
"G"	10	129	1108	"Agg108"	"MALE"	1995	106146
"G"	10	129	1108	"Agg108"	"MALE"	2000	110298
"G"	10	129	1108	"Agg108"	"MALE"	2005	114318
"G"	10	129	1109	"Agg109"	"FEMALE"	1985	1405
"G"	10	129	1109	"Agg109"	"FEMALE"	1990	1595
"G"	10	129	1109	"Agg109"	"FEMALE"	1995	1251
"G"	10	129	1109	"Agg109"	"FEMALE"	2000	1639
"G"	10	129	1109	"Agg109"	"FEMALE"	2005	1290
"G"	10	129	1109	"Agg109"	"MALE"	1985	3858
"G"	10	129	1109	"Agg109"	"MALE"	1990	3696
"G"	10	129	1109	"Agg109"	"MALE"	1995	3732
"G"	10	129	1109	"Agg109"	"MALE"	2000	4688
"G"	10	129	1109	"Agg109"	"MALE"	2005	5258
"G"	10	130	1110	"Agg110"	"FEMALE"	1985	15151
"G"	10	130	1110	"Agg110"	"FEMALE"	1990	10848
"G"	10	130	1110	"Agg110"	"FEMALE"	1995	7806
"G"	10	130	1110	"Agg110"	"FEMALE"	2000	5780
"G"	10	130	1110	"Agg110"	"FEMALE"	2005	2705
"G"	10	130	1110	"Agg110"	"MALE"	1985	59108
"G"	10	130	1110	"Agg110"	"MALE"	1990	47575
"G"	10	130	1110	"Agg110"	"MALE"	1995	41150
"G"	10	130	1110	"Agg110"	"MALE"	2000	36135
"G"	10	130	1110	"Agg110"	"MALE"	2005	26294
"G"	10	130	1111	"Agg111"	"FEMALE"	1985	2870
"G"	10	130	1111	"Agg111"	"FEMALE"	1990	2326
"G"	10	130	1111	"Agg111"	"FEMALE"	1995	1695
"G"	10	130	1111	"Agg111"	"FEMALE"	2000	1294
"G"	10	130	1111	"Agg111"	"FEMALE"	2005	966
"G"	10	130	1111	"Agg111"	"MALE"	1985	43243
"G"	10	130	1111	"Agg111"	"MALE"	1990	34160
"G"	10	130	1111	"Agg111"	"MALE"	1995	25733
"G"	10	130	1111	"Agg111"	"MALE"	2000	19320
"G"	10	130	1111	"Agg111"	"MALE"	2005	17703
"G"	10	130	1112	"Agg112"	"FEMALE"	1985	1130
"G"	10	130	1112	"Agg112"	"FEMALE"	1990	1080
"G"	10	130	1112	"Agg112"	"FEMALE"	1995	967
"G"	10	130	1112	"Agg112"	"FEMALE"	2000	932
"G"	10	130	1112	"Agg112"	"FEMALE"	2005	817
"G"	10	130	1112	"Agg112"	"MALE"	1985	4841
"G"	10	130	1112	"Agg112"	"MALE"	1990	4508
"G"	10	130	1112	"Agg112"	"MALE"	1995	4213
"G"	10	130	1112	"Agg112"	"MALE"	2000	4097
"G"	10	130	1112	"Agg112"	"MALE"	2005	3688
"G"	10	131	1113	"Agg113"	"FEMALE"	1985	24573
"G"	10	131	1113	"Agg113"	"FEMALE"	1990	23618
"G"	10	131	1113	"Agg113"	"FEMALE"	1995	21957
"G"	10	131	1113	"Agg113"	"FEMALE"	2000	18615
"G"	10	131	1113	"Agg113"	"FEMALE"	2005	14381
"G"	10	131	1113	"Agg113"	"MALE"	1985	190725
"G"	10	131	1113	"Agg113"	"MALE"	1990	157205
"G"	10	131	1113	"Agg113"	"MALE"	1995	129782
"G"	10	131	1113	"Agg113"	"MALE"	2000	104555
"G"	10	131	1113	"Agg113"	"MALE"	2005	93164
"G"	10	131	1114	"Agg114"	"FEMALE"	1985	16
"G"	10	131	1114	"Agg114"	"FEMALE"	1990	24
"G"	10	131	1114	"Agg114"	"FEMALE"	1995	61
"G"	10	131	1114	"Agg114"	"FEMALE"	2000	26
"G"	10	131	1114	"Agg114"	"FEMALE"	2005	4
"G"	10	131	1114	"Agg114"	"MALE"	1985	36726
"G"	10	131	1114	"Agg114"	"MALE"	1990	29004
"G"	10	131	1114	"Agg114"	"MALE"	1995	24129
"G"	10	131	1114	"Agg114"	"MALE"	2000	20204
"G"	10	131	1114	"Agg114"	"MALE"	2005	13925
"G"	10	131	1115	"Agg115"	"FEMALE"	1985	9743
"G"	10	131	1115	"Agg115"	"FEMALE"	1990	10836
"G"	10	131	1115	"Agg115"	"FEMALE"	1995	8942
"G"	10	131	1115	"Agg115"	"FEMALE"	2000	6955
"G"	10	131	1115	"Agg115"	"FEMALE"	2005	5420
"G"	10	131	1115	"Agg115"	"MALE"	1985	23415
"G"	10	131	1115	"Agg115"	"MALE"	1990	21996
"G"	10	131	1115	"Agg115"	"MALE"	1995	19001
"G"	10	131	1115	"Agg115"	"MALE"	2000	15496
"G"	10	131	1115	"Agg115"	"MALE"	2005	14441
"G"	10	131	1116	"Agg116"	"FEMALE"	1985	34500
"G"	10	131	1116	"Agg116"	"FEMALE"	1990	30851
"G"	10	131	1116	"Agg116"	"FEMALE"	1995	25669
"G"	10	131	1116	"Agg116"	"FEMALE"	2000	22460
"G"	10	131	1116	"Agg116"	"FEMALE"	2005	17890
"G"	10	131	1116	"Agg116"	"MALE"	1985	58638
"G"	10	131	1116	"Agg116"	"MALE"	1990	53505
"G"	10	131	1116	"Agg116"	"MALE"	1995	45122
"G"	10	131	1116	"Agg116"	"MALE"	2000	41446
"G"	10	131	1116	"Agg116"	"MALE"	2005	34658
"G"	10	131	1117	"Agg117"	"FEMALE"	1985	12877
"G"	10	131	1117	"Agg117"	"FEMALE"	1990	10139
"G"	10	131	1117	"Agg117"	"FEMALE"	1995	10704
"G"	10	131	1117	"Agg117"	"FEMALE"	2000	7546
"G"	10	131	1117	"Agg117"	"FEMALE"	2005	6104
"G"	10	131	1117	"Agg117"	"MALE"	1985	3115
"G"	10	131	1117	"Agg117"	"MALE"	1990	2963
"G"	10	131	1117	"Agg117"	"MALE"	1995	3729
"G"	10	131	1117	"Agg117"	"MALE"	2000	2763
"G"	10	131	1117	"Agg117"	"MALE"	2005	2018
"H"	10	132	1118	"Agg118"	"FEMALE"	1985	NA
"H"	10	132	1118	"Agg118"	"FEMALE"	1990	NA
"H"	10	132	1118	"Agg118"	"FEMALE"	1995	NA
"H"	10	132	1118	"Agg118"	"FEMALE"	2000	49
"H"	10	132	1118	"Agg118"	"FEMALE"	2005	262
"H"	10	132	1118	"Agg118"	"MALE"	1985	56334
"H"	10	132	1118	"Agg118"	"MALE"	1990	43497
"H"	10	132	1118	"Agg118"	"MALE"	1995	44410
"H"	10	132	1118	"Agg118"	"MALE"	2000	41532
"H"	10	132	1118	"Agg118"	"MALE"	2005	40118
"H"	10	133	1119	"Agg119"	"FEMALE"	1985	16340
"H"	10	133	1119	"Agg119"	"FEMALE"	1990	24089
"H"	10	133	1119	"Agg119"	"FEMALE"	1995	48067
"H"	10	133	1119	"Agg119"	"FEMALE"	2000	51894
"H"	10	133	1119	"Agg119"	"FEMALE"	2005	47361
"H"	10	133	1119	"Agg119"	"MALE"	1985	1829015
"H"	10	133	1119	"Agg119"	"MALE"	1990	1883898
"H"	10	133	1119	"Agg119"	"MALE"	1995	1971978
"H"	10	133	1119	"Agg119"	"MALE"	2000	1845220
"H"	10	133	1119	"Agg119"	"MALE"	2005	1685922
"H"	10	134	1120	"Agg120"	"FEMALE"	1985	169
"H"	10	134	1120	"Agg120"	"FEMALE"	1990	170
"H"	10	134	1120	"Agg120"	"FEMALE"	1995	152
"H"	10	134	1120	"Agg120"	"FEMALE"	2000	158
"H"	10	134	1120	"Agg120"	"FEMALE"	2005	235
"H"	10	134	1120	"Agg120"	"MALE"	1985	32543
"H"	10	134	1120	"Agg120"	"MALE"	1990	29272
"H"	10	134	1120	"Agg120"	"MALE"	1995	28887
"H"	10	134	1120	"Agg120"	"MALE"	2000	24161
"H"	10	134	1120	"Agg120"	"MALE"	2005	19457
"H"	10	134	1121	"Agg121"	"FEMALE"	1985	554
"H"	10	134	1121	"Agg121"	"FEMALE"	1990	394
"H"	10	134	1121	"Agg121"	"FEMALE"	1995	223
"H"	10	134	1121	"Agg121"	"FEMALE"	2000	148
"H"	10	134	1121	"Agg121"	"FEMALE"	2005	82
"H"	10	134	1121	"Agg121"	"MALE"	1985	24531
"H"	10	134	1121	"Agg121"	"MALE"	1990	18719
"H"	10	134	1121	"Agg121"	"MALE"	1995	16545
"H"	10	134	1121	"Agg121"	"MALE"	2000	12218
"H"	10	134	1121	"Agg121"	"MALE"	2005	9504
"H"	10	134	1122	"Agg122"	"FEMALE"	1985	NA
"H"	10	134	1122	"Agg122"	"FEMALE"	1990	14
"H"	10	134	1122	"Agg122"	"FEMALE"	1995	45
"H"	10	134	1122	"Agg122"	"FEMALE"	2000	32
"H"	10	134	1122	"Agg122"	"FEMALE"	2005	4
"H"	10	134	1122	"Agg122"	"MALE"	1985	5168
"H"	10	134	1122	"Agg122"	"MALE"	1990	5852
"H"	10	134	1122	"Agg122"	"MALE"	1995	7172
"H"	10	134	1122	"Agg122"	"MALE"	2000	6854
"H"	10	134	1122	"Agg122"	"MALE"	2005	6200
